 -0.95 20.1933 21
 -0.85 22.9656 27
 -0.75 20.6711 27
 -0.65 18.279 27
 -0.55 16.1822 27
 -0.45 17.7771 34
 -0.35 17.4402 38
 -0.25 10.9382 28
 -0.15 5.32171 16
 -0.05 2.28973 8
 0.05 2.23255 10
 0.15 6.71076 38
 0.25 12.0799 87
 0.35 11.8187 113
 0.45 14.7954 195
 0.55 15.1617 306
 0.65 17.3329 579
 0.75 15.6094 1030
 0.85 14.8528 2992
 0.95 16.7028 993855
